Representation
"['informations bloodstain', 'patterns bloodstain', 'bloodstain patterns', 'classifying bloodstain', 'bloodstain classification', 'classification bloodstain', 'introduction bloodstain', 'bloodstain pattern', 'examining bloodstain', 'bloodstain bpa', 'interpretation bloodstain', 'terminologie bloodstain', 'blood study', 'bloodstain interpretation', 'bloodstain physic', 'how bloodstain', 'bloodstain of', 'evidence bloodstain', 'blood dynamics', 'blood terminologie', 'different bloodstain', 'bloodstain components', 'differenciate blood', 'blood dynamic', 'bloodstain motion', 'bloodstain bloodstain', 'utilizing bloodstains', 'dynamics bloodstain', 'practicing bloodstain', 'groups bloodstain', 'analysts bloodstain', 'bloodstains bloodstain', 'of bloodstain', 'bloodstain semirelevant', 'bloodstain identification', 'blood act', 'interactions bloodstain', 'bloodstain', 'composite bloodstain', 'bloodstains', 'stains bloodstain', 'group bloodstain', 'physique bloodstain', 'bloodstain resulting', 'spatter bloodstain', 'bloodstain result', 'volumes bloodstains', 'during bloodstain', 'images bloodstain', 'volume bloodstain']"
"['analyze condom', 'spectrometry condomlubricants', 'lubricants condom', 'condom lubricants', 'lubricant samples', 'condom lubricant', 'condom evidence', 'detect condom', 'condomlubricants lubricant', 'condom traces', 'condom residue', 'condom contaminated', 'condom chemical', 'lubricant evidence', 'sexual lubricants', 'sexual lubricant', 'regarding condom', 'condom residues', 'lubricant trace', 'lubricant sexual', 'lubricant traces', 'lubricant products', 'lubricants using', 'various lubricant', 'personal lubricants', 'lubricant formulations', 'of lubricants', 'condom brandstypes', 'vaginal swabs', 'based lubricants', 'lubricants from', 'assault condom', 'different condom', 'lubricant residues', 'personal lubricant', 'lubricant method', 'lubricant database', 'of lubricant', 'lubricant components', 'lubricant used', 'condom types', 'condom use', 'swab samples', 'postcoital swabs', 'lubricants in', 'condomlubricants review', 'of condom', 'lubricants are', 'lubricants on', 'condom brand']"
"['luminol test', 'luminol blood', 'luminol tests', 'test luminol', 'luminol bloodstain', 'bloodstain luminol', 'blood testing', 'blood tests', 'hemoglobin luminol', 'blood test', 'lightemitting blood', 'blood samples', 'luminol reagents', 'luminol reagent', 'detect blood', 'substances tested', 'results luminol', 'luminol presumptive', 'blood stains', 'different luminol', 'use luminol', 'diluted blood', 'blood dilutions', 'blood chemiluminescence', 'luminol chemiluminescence', 'luminol method', 'chemiluminescence luminol', 'blood dilution', 'luminol formulations', 'degraded luminol', 'luminoltreated samples', 'fluids luminol', 'luminol phenolphthalein', 'luminol mixtures', 'blood results', 'method bloodstain', 'luminol or', 'blood detection', 'samples treated', 'luminol is', 'luminol as', 'luminol and', 'not luminol', 'luminol with', 'both luminol', 'luminol solution', 'of luminol', 'luminol reaction', 'luminol which', 'pertinent luminol']"
"['gunshot residue', 'gunpowder residue', 'gunshot residues', 'gsr gunshot', 'gunpowder residues', 'firearms residues', 'gunpowder particles', 'simulating gunshot', 'nitrite firearm', 'chemical tests', 'ammunition generated', 'gunshot', 'gunshot wounds', 'of gunshot', 'powder residues', 'gunpowder', 'gunshot entrance', 'special ammunition', 'chemical test', 'gsr firing', 'pistol using', 'of gunpowder', 'in gunshot', 'shooting distance', 'clothing sample', 'shooting distances', 'ammunition', 'on gunshot', 'powder pattern', 'firing distance', 'caliber glock', 'ammunitions', 'bloodsoaked fabrics', 'test material', 'firearm', 'the gunshot', 'residue gsr', 'firearms', 'bullets', 'the ammunition', 'cloth target', 'garment distance', 'in fabrics', 'chemical examination', 'test shots', 'when firing', 'victims clothing', 'muzzletotarget distance', 'blood staining', 'the firearms']"
"['soil samples', 'soilsediment samples', 'soil geotrace', 'soil examination', 'soil characterisation', 'soil provenance', 'soil science', 'soil sample', 'of soils', 'soil trace', 'soil comparison', 'soils', 'soils and', 'soil information', 'soils of', 'soil chemistry', 'soils recovered', 'soil geotraces', 'soil survey', 'different soils', 'soil geology', 'soils from', 'soils in', 'soil materials', 'soil sediment', 'soil particles', 'soil scientists', 'individual soil', 'using soil', 'soils for', 'method soil', 'soilsediment', 'soil', 'soil soil', 'soil sand', 'is soil', 'soil and', 'soils the', 'soil characteristics', 'the soils', 'soils were', 'from soils', 'soil particularly', 'mixedsource soilsediment', 'of soil', 'soil are', 'mineralogy', 'soils by', 'soil profile', 'organic soils']"
"['gunshot residue', 'gunshot residues', 'gsr gunshot', 'firearms ammunition', 'gunpowder gsr', 'characteristic gunshot', 'shot residue', 'range gunshot', 'shotgun ammunition', 'different ammunitions', 'contact gunshot', 'firearm discharge', 'shooting firearm', 'different firearms', 'gunshot', 'bullet conditions', 'of gunshot', 'ammunition type', 'gun firings', 'ammunition used', 'ballistic tests', 'shooting gun', 'ammunition', 'sbp ammunition', 'each firearm', 'firearms manufacturing', 'muzzleblast residues', '556mm ammunition', 'of ammunition', 'ammunition hand', 'gsr ballistic', 'ammunition from', 'ammunition in', 'ammunition and', 'gsr deposition', 'the firearm', 'firearm', 'firearms', 'gun muzzle', 'printed firearm', 'ammunition loaded', 'ammunitions', 'of firearm', 'of firearms', 'firearm pistol', 'shooting experiments', 'two firearms', 'the ammunition', 'gunpowder', 'firing distance']"
"['fingernails dna', 'dna fingernail', 'fingernail evidence', 'fingernails samples', 'fingernail samples', 'fingernail swabs', 'analyze fingernail', 'fingernails using', 'swabbing nails', 'swabbing fingernail', 'fingernail scrapings', 'fingernail specimen', 'fingernail scraping', 'fingernail sample', 'human nail', 'victims fingernails', 'dna samples', 'fingernail homicide', 'swab fingernail', 'fingernail transfer', 'dna extracted', 'dna extraction', 'obtain dna', 'fingernail debris', 'cases dna', 'fingernail hyponychium', 'transfer fingernail', 'fingernail fragment', 'assault fingernail', 'fingernails from', 'fingernails following', 'fingernail clippings', 'female fingernails', 'dna content', 'fingernail assault', 'fingernails showed', 'transporting nails', 'fingernail clipping', 'fingernails', 'fingernails after', 'from fingernails', 'dna bodily', 'fingernails in', 'dna profiles', 'pcrbased dnatyping', 'carry dna', 'female nails', 'dna profile', 'female fingernail', 'foreign dna']"
"['spectroscopy paint', 'distinguishing paint', 'raman spectroscopy', 'paint infrared', 'spectroscopies paint', 'raman spectrometers', 'imaging raman', 'paint samples', 'spectroscopy raman', 'raman microspectrometry', 'automotive paints', 'scanning raman', 'paint evidence', 'automotive paint', 'raman microscopy', 'raman chemometric', 'car paints', 'raman spectra', 'paint sample', 'paint evidences', 'raman spectroscopies', 'car paint', 'paints used', 'spectroscopy of', 'coating samples', 'infrared spectroscopy', 'paint paint', 'paint discrimination', 'paint coating', 'spectroscopy and', 'paints paint', 'paint distribution', 'of pigments', 'paint method', 'spectroscopy', 'spectroscopy in', 'raman data', 'pigments present', 'raman measurements', 'pigments and', 'pigment', 'pigments', 'paint car', 'spectroscopy data', 'spectroscopy for', 'some paints', 'inorganic pigments', 'spectroscopic techniques', 'involving paint', 'spectroscopic data']"
"['dna contamination', 'dna transferred', 'dna transfer', 'dna samples', 'touch dna', 'transferred dna', 'dnacontaining material', 'dna deposited', 'gloves dna', 'dna bodily', 'transfer contamination', 'contamination examination', 'of dnacontaining', 'dnacontaining', 'dna extraction', 'contamination of', 'dna on', 'investigatormediated transfer', 'dna laboratory', 'detectable contamination', 'trace dna', 'collect dna', 'human dna', 'dna trace', 'casework dna', 'dna in', 'dna', 'background dna', 'contamination', 'dna how', 'dna analytical', 'fluid dna', 'of contamination', 'dna dna', 'dna from', 'contamination within', 'swab technique', 'dna recovery', 'laboratory gloves', 'of dna', 'dry swabs', 'risk dna', 'dna differently', 'dna and', 'on dna', 'target dna', 'when dna', 'contamination risk', 'the contamination', 'contamination glove']"
"['dental dna', 'teeth dna', 'dentistry dna', 'dna dental', 'dna dentistry', 'teeth samples', 'dna samples', 'dna toothbrush', 'dna extracted', 'dna tests', 'dna testing', 'dna research', 'tooth samples', 'dna extraction', 'dental remains', 'available dna', 'dna obtained', 'used dna', 'teeth extracted', 'dental identification', 'teeth obtained', 'human dentine', 'dna review', 'dental record', 'fresh dna', 'dentistry teeth', 'dna dna', 'dna from', 'dna profile', 'dna profiling', 'dental tissues', 'results teeth', 'dna for', 'dental records', 'dna', 'teeth stored', 'dna in', 'dna others', 'tooth varied', 'reference dna', 'tissue teeth', 'dna as', 'teeth exposed', 'teeth buried', 'genomic dna', 'teeth survived', 'tooth donors', 'human remains', 'of dna', 'teeth subjected']"
"['dna evidence', 'dna profiling', 'trace dna', 'evaluating dna', 'bayes network', 'dna profile', 'evidence evaluation', 'evidence interpretation', 'propositions dna', 'background dna', 'biological traces', 'dna probability', 'dna background', 'crosstransfer evidence', 'dna interpretation', 'dna transfer', 'casework investigations', 'dna bodily', 'of evidence', 'considering dna', 'criminal investigations', 'of dna', 'consider dna', 'transfer dna', 'dna', 'evidence is', 'how dna', 'evidence can', 'evidence given', 'dna get', 'the dna', 'activity dna', 'the evidence', 'bayes', 'dna in', 'dna from', 'fluid dna', 'dna that', 'touch dna', 'the suspect', 'dna movement', 'dna dna', 'inferences in', 'investigations', 'criminal activity', 'discriminating tests', 'investigations of', 'the inference', 'dna is', 'network likelihood']"
"['blood staining', 'blood stains', 'blood stain', 'spectroscopy blood', 'blood samples', 'blood traces', 'blood smears', 'detect bloodstains', 'blood search', 'paint bloodstain', 'blood trace', 'bloodstain evidence', 'stain detection', 'stain visibility', 'human blood', 'undiluted blood', 'dried blood', 'blood blood', 'bloodstain blood', 'reddish stains', 'bloodstains concealed', 'paintedover bloodstains', 'washed blood', 'blood spot', 'concealed bloodstains', 'blood bloodstain', 'blood particles', 'bloodstain patterns', 'bloodstain pattern', 'lab colour', 'blood spray', 'blood', 'neat blood', 'important bloodstains', 'detecting paintedover', 'between blood', 'colour photography', 'screening dark', 'blood are', 'paint bodily', 'visible spectroscopy', 'stains on', 'where blood', 'photography bodily', 'bloodstains on', 'staining', 'stain identification', 'blood on', 'of bloodstain', 'spectroscopy bodily']"
"['paint evidence', 'paint examination', 'evidence paint', 'paint examiners', 'paint interpretation', 'vehicles paintwork', 'questioned paint', 'interpretation paint', 'paint samples', 'paint transfer', 'paint transferred', 'various paint', 'paint traces', 'car paint', 'automotive paint', 'painted objects', 'paint automotive', 'paint paint', 'paint sample', 'paint method', 'automotive paints', 'paint are', 'reference paint', 'paint', 'of paint', 'paint population', 'paint from', 'each paint', 'paintwork', 'foreign paint', 'painting', 'paint on', 'paint review', 'paint type', 'architectural paint', 'paint being', 'physical evidence', 'on paint', 'paint to', 'paint coming', 'tool paint', 'paints', 'the paint', 'household paint', 'paint and', 'the painting', 'to paint', 'paint in', 'painted', 'paints for']"
"['dna adhesive', 'dna tapelifting', 'dna extraction', 'tape samples', 'dna evidence', 'usable dna', 'swab tapelifting', 'collecting dna', 'swabbing cotton', 'dna retrieval', 'adhesive tapes', 'touch dna', 'recovery dna', 'trace dna', 'dna recovery', 'dry swabbing', 'tape used', 'tapes glue', 'cotton swabs', 'touch tape', 'cellophane tape', 'alternative swabs', 'swab cotton', 'cotton swab', 'synthetic swabs', 'swab pcr', 'dna sampling', 'collecting fingerprints', 'lifting tape', 'adhesive tape', 'tapelifting adhesive', 'swab swabbing', 'swabbing swab', 'swabs recovered', 'fingerprints from', 'tape sampling', 'swabbing or', 'tape performed', 'dna on', 'wet swab', 'dna profiling', 'tape soluble', 'tape or', 'swabbing with', 'tape', 'fingerprints', 'tape lifts', 'dna collection', 'tape only', 'cutting swabbing']"
"['paint infrared', 'spectroscopy paint', 'paint samples', 'paint coatings', 'automotive paints', 'automotive paint', 'paint systems', 'recycled paints', 'paint paint', 'domestic paint', 'car paints', 'automobile paint', 'domestic paints', 'recycled paint', 'paint method', 'paints from', 'paints appeared', 'paint films', 'paints', 'spray paints', 'paint population', 'paint', 'of pigments', 'paint raman', 'paint unexpectedly', 'paint car', 'silver paints', 'sprayed paint', 'pigments present', 'multilayer paint', 'silver paint', 'paint when', 'spray paint', 'pigments commonly', 'paints are', 'identified pigments', 'metallic paint', 'painting', 'inorganic pigments', 'pigment', 'pigments', 'blue paints', 'tools paint', 'black paint', 'pigmentation', 'of paints', 'permanent coating', 'graffiti paint', 'paint found', 'paint red']"
"['firearm evidence', 'evidence likelihood', 'gunshot residue', 'gunshot residues', 'gsr gunshot', 'of gunshot', 'shooting incident', 'gunshot', 'probabilistic inference', 'evidence evaluation', 'inference procedures', 'gsr evidence', 'probabilistic evidential', 'shot firearm', 'suspects collected', 'criminal investigation', 'of evidence', 'gsr likelihood', 'evidential assessment', 'probabilistic models', 'particle evidence', 'likelihood components', 'the likelihood', 'likelihood ratios', 'inferences about', 'as gunshot', 'of likelihood', 'the suspect', 'inferences', 'on suspects', 'probabilistic model', 'during firearm', 'of firearm', 'shooting', 'evidence part', 'likelihood', 'inference', 'suspects', 'on suspect', 'probabilistic', 'scientific evidence', 'residue evidence', 'network evidence', 'ammunition using', 'to gunshot', 'suspects is', 'on probabilistic', 'suspect was', 'in shooting', 'firearm']"
"['touch dna', 'dna touch', 'dna sweat', 'dna deposition', 'dna tissue', 'skin samples', 'trace dna', 'detect dna', 'dna on', 'human skin', 'dna detected', 'dna present', 'skin rna', 'dna deposited', 'dna of', 'biological traces', 'dna shed', 'containing skin', 'dna fragments', 'biological samples', 'cytometry touch', 'dna within', 'skin surface', 'dna at', 'touch samples', 'dna', 'skin cells', 'skin containing', 'dna in', 'finger surfaces', 'touch deposits', 'touch depositions', 'dna provides', 'of dna', 'dna and', 'skin origin', 'identify skin', 'fingermarks', 'european dna', 'epidermal cells', 'within fingermarks', 'volunteer dna', 'extracellular dna', 'dna typing', 'the dna', 'dna amount', 'cellfree dna', 'for dna', 'touchcontact samples', 'dna the']"
"['salivary dna', 'saliva dna', 'dna saliva', 'dna salivary', 'saliva samples', 'saliva sample', 'human saliva', 'salivary traces', 'study saliva', 'swab saliva', 'dna samples', 'saliva method', 'recover salivary', 'skindeposited saliva', 'saliva skin', 'dna evidence', 'saliva taken', 'pertinent saliva', 'victims saliva', 'female saliva', 'liquid saliva', 'dna extraction', 'fluids saliva', 'saliva and', 'saliva after', 'mouth swab', 'mouth swabs', 'saliva from', 'kissing dna', 'male salivary', 'saliva are', 'saliva collection', 'leave saliva', 'saliva', 'technique dna', 'saliva as', 'of salivary', 'dna obtained', 'blood samples', 'saliva can', 'saliva is', 'dna bodily', 'saliva were', 'saliva bite', 'human dna', 'swab samples', 'from saliva', 'saliva in', 'of saliva', 'including saliva']"
"['firearms dna', 'firearm dna', 'dna ammunition', 'bullets dna', 'shot dnaanalysis', 'dna bullet', 'dna samples', 'dna cartridge', 'gun swabbings', 'swabbing cartridge', 'extract dna', 'dna recovered', 'firearms tested', 'victim dna', 'casings dna', 'gun swab', 'dna recovery', 'dna profiles', 'dna profile', 'dnaanalysis', 'dnaanalysis yielded', 'dna quantities', 'dna obtained', 'dna quantity', 'dna collection', 'dna dna', 'quality dna', 'dna in', 'dna', 'swab technique', 'dna from', 'dna amplification', 'interpretable dna', 'best dna', 'of dna', 'swabbings from', 'swab swabbing', 'cartridges bullets', 'for dna', 'cartridge casing', 'firearm ammunition', 'touch dna', 'mt dna', 'dna typing', 'the dna', 'cartridge casings', 'swabbing and', 'swabbing recovery', 'fired cartridge', 'bullet casings']"
"['clothing dna', 'fabric dna', 'wearer dna', 'dna fabric', 'nonwearer dna', 'dna traces', 'tested fabrics', 'trace dna', 'dna nonwearer', 'traceable dna', 'laundry experiment', 'washed fabrics', 'dna recovered', 'extracted dna', 'garments washed', 'washing fabrics', 'on fabrics', 'bloodstained fabrics', 'different fabrics', 'dna profiling', 'laundering fabrics', 'detectable dna', 'background dna', 'dna on', 'dna extraction', 'touch dna', 'dna usually', 'quantify dna', 'from fabrics', 'fabrics', 'external clothing', 'dna transfer', 'lab garments', 'dna profile', 'dna from', 'clothing during', 'polyester fabrics', 'samples wearing', 'dna profiles', 'dna of', 'fabrics showed', 'produced dna', 'biological traces', 'dna recovery', 'of fabrics', 'fabrics used', 'fabrics at', 'garment prior', 'dna quantity', 'dna']"
"['glass evidence', 'evidence glass', 'glass statistic', 'glass samples', 'interpreting glass', 'glass interpretation', 'find glass', 'glass fragments', 'glass fragment', 'interpretation glass', 'casework glass', 'recovered glass', 'involving glass', 'glass recovered', 'questioned glass', 'glass objects', 'glass comparison', 'glass approach', 'glassonclothing cases', 'hypothetical glassonclothing', 'glass produced', 'glass glass', 'glass products', 'approach bayes', 'evidence interpretation', 'glass production', 'from glass', 'glass clothing', 'glass', 'of glass', 'glass on', 'glass is', 'glass in', 'glassonclothing', 'glass for', 'crime scene', 'the glass', 'suspects clothes', 'glass and', 'suspects clothing', 'to glass', 'bayes', 'evidence are', 'evidence value', 'glass just', 'the likelihood', 'glass manufacturers', 'in glass', 'evidential', 'the evidential']"
"['dna extraction', 'extraction dna', 'extracting dna', 'extracted dna', 'dna swabs', 'dna samples', 'dna purification', 'dna extracts', 'dna recovery', 'pcr swab', 'dna isolation', 'samples pcr', 'dna method', 'biological samples', 'dna fragments', 'method dna', 'forensictype samples', 'extraction procedure', 'dna prepared', 'extraction purification', 'automated dna', 'extraction process', 'samples extracted', 'chelex extraction', 'different extraction', 'extraction methods', 'extraction method', 'useful dna', 'extraction using', 'extraction', 'dna saliva', 'specific dna', 'dna from', 'extractions', 'dna suitable', 'dna laser', 'extraction kit', 'dna present', 'dna for', 'extraction with', 'extraction methodology', 'extraction of', 'different dna', 'devices dna', 'dna profiled', 'fluids dna', 'input dna', 'extracted using', 'extraction from', 'dna profiles']"
"['glass samples', 'glass refractive', 'glass technology', 'window refractive', 'refractive index', 'glass safety', 'comparing refractive', 'glass population', 'measurements glass', 'recovered glass', 'glass glass', 'window glass', 'glass fragments', 'glass surface', 'window glasses', 'float glass', 'safety glass', 'flat glass', 'sufficient glass', 'modern glass', 'glass', 'glass as', 'nonfloat glass', 'of glassthese', 'nonsafety glass', 'interpreting refractive', 'glass than', 'source glass', 'of glass', 'of refractive', 'enamelled glass', 'contained glass', 'glass were', 'glass is', 'glass in', 'glass from', 'vehicle refractive', 'safeety glass', 'glass with', 'broken glass', 'glass has', 'plate glass', 'ln glass', 'sheet refractive', 'glasses', 'in refractive', 'glass and', 'refractive', 'window samples', 'thickness refractive']"
"['gunshot residue', 'gunshot residues', 'firearms cartridge', 'discharge ammunition', 'firearm tracing', 'organic gunshot', 'volatile gunshot', 'handgun cartridge', 'gunshot identification', 'handgun cartridges', 'rifles investigated', 'gsr gunshot', 'ammunition types', 'cartridge volatile', 'fired handgun', 'ammunition', 'gas chromatography', 'gunshot', 'calibre munitions', 'caliber cartridges', 'volatile residues', 'gsr firearm', 'cartridges caliber', 'gunshot while', 'after gunshot', 'firearms', 'shooting using', 'of firearmsrelated', 'cartridge time', 'firearm', 'spme firearms', 'from pistolsrevolvers', 'solidphase microextractiongas', 'lr firearm', 'microextractiongas chromatographic', 'firearmsrelated crimes', 'the ammunition', 'cartridge organic', 'chromatography', 'in firearm', 'mass spectrometry', 'chromatography gc', 'gunshot was', 'studied separatelyshotgun', 'solidphase microextraction', 'rifle barrels', 'detected compounds', 'for rifles', 'volatile combustion', 'propellant powders']"
"['pollen evidence', 'botanical evidence', 'plant evidence', 'pollen studies', 'pollen samples', 'pollen botany', 'trace pollen', 'pollen prints', 'palynological evidence', 'botany', 'review pollen', 'pollen from', 'soil pollen', 'of botany', 'of pollen', 'botany as', 'pollen print', 'botany and', 'using pollen', 'forensics', 'botany has', 'of forensics', 'pollen in', 'pollen and', 'palynological botanical', 'pollen fungi', 'botany is', 'use pollen', 'review botany', 'pollen', 'pollen soil', 'render pollen', 'dust pollen', 'the pollen', 'botany are', 'forensics only', 'botany dna', 'botany encompasses', 'pollen to', 'botanical classification', 'resulting pollen', 'of palynology', 'palynology and', 'of palynological', 'physical evidence', 'alleged crime', 'build pollen', 'investigations', 'palynological and', 'by specimens']"
"['vehicle dna', 'drivers dna', 'drivers airbag', 'airbag residues', 'driver airbag', 'automotive airbag', 'airbag contact', 'airbag driver', 'residues airbag', 'passenger airbags', 'airbag and', 'an airbag', 'airbag', 'the airbag', 'airbags and', 'vehicle collision', 'the vehicle', 'incidental driver', 'airbag can', 'on airbags', 'side airbag', 'airbags', 'airbag is', 'traffic accidents', 'airbags from', 'car sampled', 'prevalence dna', 'seatbelts airbags', 'airbags on', 'while driving', 'airbags possible', 'swab technique', 'car vehicle', 'in vehicles', 'airbags are', 'occupants clothing', 'the airbags', 'vehicle', 'vehicle likelihood', 'dna prevalence', 'airbags the', 'traffic accident', 'dna recovered', 'driver passenger', 'side airbags', 'within cars', 'of vehicle', 'dna others', 'vehicles', 'of vehicles']"
"['blood stains', 'blood samples', 'blood fabric', 'bloodstained evidence', 'finding blood', 'bloodstain evidence', 'blood droplets', 'applications blood', 'bloodstain bodily', 'washed bloodstains', 'of bloodstaining', 'dry bloodstains', 'nylon bloodstain', 'blood grouping', 'model blood', 'hemoglobin test', 'blood droplet', 'hemoglobin tests', 'droplet stains', 'bloodstain patterns', 'bloodstain pattern', 'fluids blood', 'image blood', 'bloodstaining', 'blood after', 'blood bloodstain', 'blood spatter', 'hemoglobine test', 'impact bloodstain', 'stains from', 'fluids bloodstain', 'blood', 'stains on', 'of bloodstains', 'hemastix test', 'fluid blood', 'stains', 'gunshot bloodstain', 'of bloodstain', 'stains in', 'washed stains', 'highvelocity blood', 'of blood', 'blood in', 'blood on', 'if bloodstain', 'blood is', 'removing bloodstains', 'bloodstains on', 'study bloodstained']"
"['dna samples', 'dna improvised', 'devices dna', 'safe dna', 'dna recovered', 'dna detection', 'recovering dna', 'touch dna', 'dna recovery', 'assemblers dna', 'dna profiles', 'explosive devices', 'dna deposited', 'dna on', 'dna touch', 'dna gel', 'successful dna', 'swab technique', 'explosive device', 'affected dna', 'dna from', 'nylon swab', 'achieve dna', 'dna concentrations', 'dna at', 'recovering bomb', 'swab type', 'dna', 'dna collection', 'bomb device', 'known dna', 'swab types', 'swab swabbing', 'bomb assemblers', 'bombs assemblers', 'detonating explosives', 'efficient swabmoistening', 'degrades dna', 'dna and', 'swab nylon', 'swab and', 'improvised explosive', 'bomb fragments', 'transfer explosive', 'swabbing this', 'swabs and', 'cotton swabs', 'of dna', 'generating dna', 'dna direct']"
"['soil forensics', 'soil clothing', 'soil evidence', 'soil traces', 'soil samples', 'textile soil', 'trace soil', 'soil objects', 'soil sample', 'soil particles', 'soil transference', 'soils adhering', 'fabrics tested', 'soil transferred', 'of soils', 'soil transfer', 'soils and', 'soils', 'soil surfaces', 'materials soil', 'transfer soil', 'when soils', 'clothing materials', 'the soils', 'washing samples', 'soil patterns', 'for soils', 'soils are', 'soil and', 'soils to', 'soil recovery', 'fabrics', 'soil surface', 'victims clothing', 'suspect samples', 'soil', 'on soil', 'clothing material', 'of soil', 'clothing fabrics', 'geotraces dust', 'across soil', 'soil from', 'trace evidence', 'soil soil', 'soil colours', 'for soil', 'between soil', 'in soil', 'natural soils']"
"['glass evidence', 'glass samples', 'samples glass', 'glass comparison', 'glass interlaboratory', 'examinations glass', 'glass fragments', 'glass refractive', 'glass manufacturing', 'object glass', 'sample refractive', 'glass object', 'composition glass', 'glass sources', 'unknown glass', 'glass contains', 'glass glass', 'glass discusses', 'glass population', 'refractive index', 'glass remain', 'windshield glass', 'glass depending', 'techniques refractive', 'spectrometry', 'glass', 'glass color', 'broken glass', 'float glass', 'control glass', 'recovered samples', 'thus glass', 'of glass', 'glass is', 'rung glass', 'glass within', 'glass in', 'glass with', 'glass ri', 'of refractive', 'ma glass', 'iv glass', 'the glass', 'kingdom glass', 'spectrometry laicpms', 'chemical optical', 'refractive', 'evidence data', 'recovered fragments', 'samples known']"
"['glass fragmentation', 'glass fragments', 'breaking glass', 'glass debris', 'glass particles', 'reinforced glass', 'window glass', 'glass windows', 'windows glass', 'occurrence glass', 'window fragmentation', 'glass windscreen', 'toughened glass', 'glass glass', 'glass surface', 'glass window', 'glass travelling', 'glass transfer', 'toughened windscreens', 'polymers glass', 'glass', 'outer glass', 'inner glass', 'glass glassytype', 'glass part', 'glass toughened', 'of glass', 'fragmentation window', 'glass when', 'float glass', 'glass are', 'flat glass', 'glass 60', 'pellet glass', 'broken window', 'glass panes', '60 glass', 'glass sheets', 'glass an', 'glass regardless', 'surface fragments', 'bronze glass', 'glass or', 'glass and', 'when glass', 'glass is', 'glass such', 'glassytype materials', 'glass 58', 'fragments breaking']"
"['drug raman', 'raman cocaine', 'raman spectroscopy', 'spectroscopy drugs', 'raman textile', 'raman identification', 'raman spectra', 'raman microscopy', 'raman analyser', 'hydrochloride raman', 'using raman', 'raman microscope', 'cannabis raman', 'preparation raman', 'raman bands', 'obtaining raman', 'obtain raman', 'raman adhesive', 'brushing raman', 'quantify cocaine', 'drug particles', 'quantifying cocaine', 'raman method', 'raman review', 'portable raman', 'raman', 'of raman', 'transfer raman', 'tapelifting raman', 'accurate raman', 'the raman', 'fieldportable raman', 'confocal raman', 'spectroscopy for', 'fibre cocaine', 'spectroscopy', 'drug crystals', 'characteristic raman', 'cocaine hydrochloride', 'raman focusing', 'hydrochloride cocaine', 'substances present', 'dispersive spectrometer', 'cocaine ketamine', 'microscopy drugs', 'tapes drugs', 'ramaninasuitcase', 'by raman', 'unknown drug', 'cocaine analogue']"
"['gunshot residue', 'gunshot residues', 'inorganic gunshot', 'organic gunshot', 'gunshot deposits', 'gsr gunshot', 'pistol gunshot', 'mass spectrometry', 'metalfree ammunition', 'gunshot', 'mass spectrometer', 'spectrometry esifticr', 'ammunition', 'of gunshot', 'in gunshot', 'powder scanning', 'residue igsr', 'spectrometry gsr', 'spectrometry', 'residue ogsr', 'used residue', 'iogsr residues', 'iogsr residue', 'residue gsr', 'ammunitions', 'ammunition as', 'modern ammunition', 'spectrometry ms', 'ogsr inorganic', 'calibre ammunitions', 'residues ogsr', 'spectrometry desims', 'gsr firearm', 'igsr particulates', 'ammunition were', 'of ammunition', 'firearms', 'ammunition discharged', 'firearm discharge', 'residues gsr', 'inorganic gsr', 'bullets', 'residue and', 'discharge residue', 'firearm', 'residue', 'poland shooting', 'the firearm', 'of firearms', 'inorganic particles']"
"['detect explosives', 'explosives detection', 'detecting explosives', 'explosive detection', 'explosives explosives', 'identifying explosive', 'of explosivescontaminated', 'various explosives', 'hidden explosives', 'explosives explosive', 'explosive devices', 'concealed explosives', 'inorganic explosives', 'explosives at', 'most explosives', 'explosives in', 'explosives', 'explosives are', 'xray explosives', 'explosive device', 'explosives such', 'organic explosives', 'peroxidebased explosives', 'for explosives', 'explosive residues', 'explosives and', 'detection technologies', 'explosives or', 'of explosives', 'nitrobased explosives', 'peroxide explosives', 'spectrometry ims', 'explosives the', 'explosives over', 'portals explosives', 'spectrometry technologies', 'detection techniques', 'mobility spectrometry', 'explosives by', 'various detection', 'two explosive', 'improvised explosive', 'acidenhanced detection', 'mobility spectrometer', 'explosives whose', 'explosive species', 'from explosives', 'explosive', 'explosive agents', 'analytical chemical']"
"['gunshot residue', 'gunshot residues', 'organic gunshot', 'inorganic gunshot', 'gunshot', 'gsr gunshot', 'firearms discharge', 'civilian sample', 'firearm discharge', 'handling firearm', 'different ammunition', 'residues swabs', 'ammunition', 'ammunition based', 'firearm', 'firearms', 'firearms stored', 'firearm from', 'shooting session', 'of firearms', 'differentiate shooters', 'firearm and', 'the firearm', 'discharged firearm', 'gsr firearm', 'of ammunition', 'in firearmrelated', 'shooting', 'mass spectrometry', 'level firearm', 'compounds detected', 'residue ogsr', 'from firearms', 'firearmrelated', 'displacing firearm', 'ogsr compounds', 'indoor shooting', 'or firearm', 'contamination observed', 'residues ogsr', 'firearm manipulation', 'residue gsr', 'contamination', 'firearm the', 'shooter', 'the shooter', 'shooting range', 'discharge residue', 'pistol', 'chromatography']"
